FIPS,City,Year,Population,Primary.Point,Date,MSA,microMSA
1948500,Maharishi Vedic City,April 01 2000,NA,POINT (-92.0138829 41.0543302),4/1/00,,
1921000,Des Moines,July 01 2017,216662,POINT (-93.6104316 41.5725032),7/1/17,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2016,216308,POINT (-93.6104316 41.5725032),7/1/16,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2018,215994,POINT (-93.6104316 41.5725032),7/1/18,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2015,215243,POINT (-93.6104316 41.5725032),7/1/15,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,NA,214688.9037,NA,7/1/20,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2014,214350,POINT (-93.6104316 41.5725032),7/1/14,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2019,214237,POINT (-93.6104316 41.5725032),7/1/19,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2013,212026,POINT (-93.6104316 41.5725032),7/1/13,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2012,210244,POINT (-93.6104316 41.5725032),7/1/12,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2011,207924,POINT (-93.6104316 41.5725032),7/1/11,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,April 01 2010,203433,POINT (-93.6104316 41.5725032),4/1/10,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2009,200538,POINT (-93.6104316 41.5725032),7/1/09,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2001,200500,POINT (-93.6104316 41.5725032),7/1/01,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,April 01 2000,198682,POINT (-93.6104316 41.5725032),4/1/00,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2002,198652,POINT (-93.6104316 41.5725032),7/1/02,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2008,197639,POINT (-93.6104316 41.5725032),7/1/08,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2003,197106,POINT (-93.6104316 41.5725032),7/1/03,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2007,195701,POINT (-93.6104316 41.5725032),7/1/07,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 1993,195651,POINT (-93.6104316 41.5725032),7/1/93,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 1992,195176,POINT (-93.6104316 41.5725032),7/1/92,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 1994,195105,POINT (-93.6104316 41.5725032),7/1/94,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2006,194880,POINT (-93.6104316 41.5725032),7/1/06,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 1995,194391,POINT (-93.6104316 41.5725032),7/1/95,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2005,194362,POINT (-93.6104316 41.5725032),7/1/05,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 1991,193897,POINT (-93.6104316 41.5725032),7/1/91,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 2004,193574,POINT (-93.6104316 41.5725032),7/1/04,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 1996,193498,POINT (-93.6104316 41.5725032),7/1/96,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,April 01 1990,193189,POINT (-93.6104316 41.5725032),4/1/90,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 1997,191896,POINT (-93.6104316 41.5725032),7/1/97,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 1998,191248,POINT (-93.6104316 41.5725032),7/1/98,Des Moines-West Des Moines,Des Moines-West Des Moines
1921000,Des Moines,July 01 1999,190958,POINT (-93.6104316 41.5725032),7/1/99,Des Moines-West Des Moines,Des Moines-West Des Moines
1912000,Cedar Rapids,NA,135771.9218,NA,7/1/20,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2019,133562,POINT (-91.6781641 41.966733),7/1/19,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2018,133209,POINT (-91.6781641 41.966733),7/1/18,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2017,132564,POINT (-91.6781641 41.966733),7/1/17,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2016,131397,POINT (-91.6781641 41.966733),7/1/16,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2015,130832,POINT (-91.6781641 41.966733),7/1/15,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2014,129662,POINT (-91.6781641 41.966733),7/1/14,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2013,128826,POINT (-91.6781641 41.966733),7/1/13,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2012,128478,POINT (-91.6781641 41.966733),7/1/12,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2011,128231,POINT (-91.6781641 41.966733),7/1/11,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2009,127764,POINT (-91.6781641 41.966733),7/1/09,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2008,127202,POINT (-91.6781641 41.966733),7/1/08,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,April 01 2010,126326,POINT (-91.6781641 41.966733),4/1/10,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2007,126132,POINT (-91.6781641 41.966733),7/1/07,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2006,124717,POINT (-91.6781641 41.966733),7/1/06,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2005,123965,POINT (-91.6781641 41.966733),7/1/05,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2002,123346,POINT (-91.6781641 41.966733),7/1/02,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2003,122946,POINT (-91.6781641 41.966733),7/1/03,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2004,122932,POINT (-91.6781641 41.966733),7/1/04,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 2001,122764,POINT (-91.6781641 41.966733),7/1/01,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,April 01 2000,120758,POINT (-91.6781641 41.966733),4/1/00,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 1999,115777,POINT (-91.6781641 41.966733),7/1/99,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 1998,115108,POINT (-91.6781641 41.966733),7/1/98,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 1997,114764,POINT (-91.6781641 41.966733),7/1/97,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 1996,114013,POINT (-91.6781641 41.966733),7/1/96,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 1995,113854,POINT (-91.6781641 41.966733),7/1/95,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 1994,112975,POINT (-91.6781641 41.966733),7/1/94,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 1993,112315,POINT (-91.6781641 41.966733),7/1/93,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 1992,111280,POINT (-91.6781641 41.966733),7/1/92,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,July 01 1991,109822,POINT (-91.6781641 41.966733),7/1/91,Cedar Rapids,Cedar Rapids
1912000,Cedar Rapids,April 01 1990,108772,POINT (-91.6781641 41.966733),4/1/90,Cedar Rapids,Cedar Rapids
1919000,Davenport,NA,102604.428,NA,7/1/20,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2015,102534,POINT (-90.6051955 41.5557666),7/1/15,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2014,102471,POINT (-90.6051955 41.5557666),7/1/14,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2016,102456,POINT (-90.6051955 41.5557666),7/1/16,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2017,102310,POINT (-90.6051955 41.5557666),7/1/17,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2013,102053,POINT (-90.6051955 41.5557666),7/1/13,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2018,101918,POINT (-90.6051955 41.5557666),7/1/18,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2019,101590,POINT (-90.6051955 41.5557666),7/1/19,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2009,101335,POINT (-90.6051955 41.5557666),7/1/09,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2012,101165,POINT (-90.6051955 41.5557666),7/1/12,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2011,100302,POINT (-90.6051955 41.5557666),7/1/11,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2008,100181,POINT (-90.6051955 41.5557666),7/1/08,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,April 01 2010,99685,POINT (-90.6051955 41.5557666),4/1/10,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2007,98814,POINT (-90.6051955 41.5557666),7/1/07,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2006,98812,POINT (-90.6051955 41.5557666),7/1/06,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,April 01 2000,98359,POINT (-90.6051955 41.5557666),4/1/00,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2005,98282,POINT (-90.6051955 41.5557666),7/1/05,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 1999,98256,POINT (-90.6051955 41.5557666),7/1/99,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2004,97880,POINT (-90.6051955 41.5557666),7/1/04,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2001,97787,POINT (-90.6051955 41.5557666),7/1/01,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 1996,97727,POINT (-90.6051955 41.5557666),7/1/96,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 1995,97681,POINT (-90.6051955 41.5557666),7/1/95,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 1997,97676,POINT (-90.6051955 41.5557666),7/1/97,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 1998,97632,POINT (-90.6051955 41.5557666),7/1/98,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2003,97613,POINT (-90.6051955 41.5557666),7/1/03,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 1994,97502,POINT (-90.6051955 41.5557666),7/1/94,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 1992,97500,POINT (-90.6051955 41.5557666),7/1/92,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 1993,97435,POINT (-90.6051955 41.5557666),7/1/93,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 2002,97430,POINT (-90.6051955 41.5557666),7/1/02,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,July 01 1991,96877,POINT (-90.6051955 41.5557666),7/1/91,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1919000,Davenport,April 01 1990,95333,POINT (-90.6051955 41.5557666),4/1/90,Davenport-Moline-Rock Island,Davenport-Moline-Rock Island
1973335,Sioux City,April 01 2000,85013,POINT (-96.3901359 42.4958196),4/1/00,Sioux City,Sioux City
1973335,Sioux City,July 01 2001,84348,POINT (-96.3901359 42.4958196),7/1/01,Sioux City,Sioux City
1973335,Sioux City,July 01 1996,84105,POINT (-96.3901359 42.4958196),7/1/96,Sioux City,Sioux City
1973335,Sioux City,July 01 2002,83865,POINT (-96.3901359 42.4958196),7/1/02,Sioux City,Sioux City
1973335,Sioux City,July 01 1995,83855,POINT (-96.3901359 42.4958196),7/1/95,Sioux City,Sioux City
1973335,Sioux City,July 01 1997,83519,POINT (-96.3901359 42.4958196),7/1/97,Sioux City,Sioux City
1973335,Sioux City,July 01 1994,83239,POINT (-96.3901359 42.4958196),7/1/94,Sioux City,Sioux City
1973335,Sioux City,July 01 2003,83232,POINT (-96.3901359 42.4958196),7/1/03,Sioux City,Sioux City
1973335,Sioux City,July 01 2004,83116,POINT (-96.3901359 42.4958196),7/1/04,Sioux City,Sioux City
1973335,Sioux City,July 01 1998,83114,POINT (-96.3901359 42.4958196),7/1/98,Sioux City,Sioux City
1973335,Sioux City,July 01 2011,83096,POINT (-96.3901359 42.4958196),7/1/11,Sioux City,Sioux City
1973335,Sioux City,July 01 2009,82903,POINT (-96.3901359 42.4958196),7/1/09,Sioux City,Sioux City
1973335,Sioux City,July 01 1999,82843,POINT (-96.3901359 42.4958196),7/1/99,Sioux City,Sioux City
1973335,Sioux City,July 01 1993,82820,POINT (-96.3901359 42.4958196),7/1/93,Sioux City,Sioux City
1973335,Sioux City,July 01 2016,82748,POINT (-96.3901359 42.4958196),7/1/16,Sioux City,Sioux City
1973335,Sioux City,NA,82704.82421,NA,7/1/20,Sioux City,Sioux City
1973335,Sioux City,July 01 2012,82689,POINT (-96.3901359 42.4958196),7/1/12,Sioux City,Sioux City
1973335,Sioux City,April 01 2010,82684,POINT (-96.3901359 42.4958196),4/1/10,Sioux City,Sioux City
1973335,Sioux City,July 01 2015,82669,POINT (-96.3901359 42.4958196),7/1/15,Sioux City,Sioux City
1973335,Sioux City,July 01 2019,82651,POINT (-96.3901359 42.4958196),7/1/19,Sioux City,Sioux City
1973335,Sioux City,July 01 2013,82608,POINT (-96.3901359 42.4958196),7/1/13,Sioux City,Sioux City
1973335,Sioux City,July 01 2014,82534,POINT (-96.3901359 42.4958196),7/1/14,Sioux City,Sioux City
1973335,Sioux City,July 01 2018,82380,POINT (-96.3901359 42.4958196),7/1/18,Sioux City,Sioux City
1973335,Sioux City,July 01 2008,82299,POINT (-96.3901359 42.4958196),7/1/08,Sioux City,Sioux City
1973335,Sioux City,July 01 2017,82234,POINT (-96.3901359 42.4958196),7/1/17,Sioux City,Sioux City
1973335,Sioux City,July 01 2006,82087,POINT (-96.3901359 42.4958196),7/1/06,Sioux City,Sioux City
1973335,Sioux City,July 01 1992,82051,POINT (-96.3901359 42.4958196),7/1/92,Sioux City,Sioux City
1973335,Sioux City,July 01 2005,82039,POINT (-96.3901359 42.4958196),7/1/05,Sioux City,Sioux City
1973335,Sioux City,July 01 2007,81920,POINT (-96.3901359 42.4958196),7/1/07,Sioux City,Sioux City
1973335,Sioux City,July 01 1991,81420,POINT (-96.3901359 42.4958196),7/1/91,Sioux City,Sioux City
1973335,Sioux City,April 01 1990,80505,POINT (-96.3901359 42.4958196),4/1/90,Sioux City,Sioux City
1938595,Iowa City,July 01 2018,75696,POINT (-91.5304657 41.6557794),7/1/18,Iowa City,Iowa City
1938595,Iowa City,July 01 2017,75690,POINT (-91.5304657 41.6557794),7/1/17,Iowa City,Iowa City
1938595,Iowa City,NA,75467.16966,NA,7/1/20,Iowa City,Iowa City
1938595,Iowa City,July 01 2019,75130,POINT (-91.5304657 41.6557794),7/1/19,Iowa City,Iowa City
1938595,Iowa City,July 01 2016,74587,POINT (-91.5304657 41.6557794),7/1/16,Iowa City,Iowa City
1938595,Iowa City,July 01 2015,73497,POINT (-91.5304657 41.6557794),7/1/15,Iowa City,Iowa City
1938595,Iowa City,July 01 2014,72831,POINT (-91.5304657 41.6557794),7/1/14,Iowa City,Iowa City
1938595,Iowa City,July 01 2013,71454,POINT (-91.5304657 41.6557794),7/1/13,Iowa City,Iowa City
1938595,Iowa City,July 01 2012,70182,POINT (-91.5304657 41.6557794),7/1/12,Iowa City,Iowa City
1983910,West Des Moines,NA,69426.70793,NA,7/1/20,Des Moines-West Des Moines,Des Moines-West Des Moines
1938595,Iowa City,July 01 2011,69201,POINT (-91.5304657 41.6557794),7/1/11,Iowa City,Iowa City
1938595,Iowa City,July 01 2009,69086,POINT (-91.5304657 41.6557794),7/1/09,Iowa City,Iowa City
1982425,Waterloo,April 01 2000,68747,POINT (-92.3521758 42.4919737),4/1/00,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2013,68700,POINT (-92.3521758 42.4919737),7/1/13,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2014,68676,POINT (-92.3521758 42.4919737),7/1/14,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2015,68619,POINT (-92.3521758 42.4919737),7/1/15,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2011,68554,POINT (-92.3521758 42.4919737),7/1/11,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2012,68535,POINT (-92.3521758 42.4919737),7/1/12,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,April 01 2010,68406,POINT (-92.3521758 42.4919737),4/1/10,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2001,68387,POINT (-92.3521758 42.4919737),7/1/01,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,NA,68384.96415,NA,7/1/20,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2016,68108,POINT (-92.3521758 42.4919737),7/1/16,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1983910,West Des Moines,July 01 2019,67899,POINT (-93.7802969 41.5527354),7/1/19,Des Moines-West Des Moines,Des Moines-West Des Moines
1938595,Iowa City,April 01 2010,67862,POINT (-91.5304657 41.6557794),4/1/10,Iowa City,Iowa City
1938595,Iowa City,July 01 2008,67768,POINT (-91.5304657 41.6557794),7/1/08,Iowa City,Iowa City
1982425,Waterloo,July 01 2017,67758,POINT (-92.3521758 42.4919737),7/1/17,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2018,67722,POINT (-92.3521758 42.4919737),7/1/18,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2002,67667,POINT (-92.3521758 42.4919737),7/1/02,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1902305,Ankeny,July 01 2019,67355,POINT (-93.603264 41.727907),7/1/19,Des Moines-West Des Moines,Des Moines-West Des Moines
1982425,Waterloo,July 01 2019,67328,POINT (-92.3521758 42.4919737),7/1/19,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2003,67100,POINT (-92.3521758 42.4919737),7/1/03,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1901855,Ames,NA,67039.13641,NA,7/1/20,Ames,Ames
1982425,Waterloo,July 01 1991,66987,POINT (-92.3521758 42.4919737),7/1/91,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2004,66880,POINT (-92.3521758 42.4919737),7/1/04,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 1992,66873,POINT (-92.3521758 42.4919737),7/1/92,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1938595,Iowa City,July 01 2007,66775,POINT (-91.5304657 41.6557794),7/1/07,Iowa City,Iowa City
1982425,Waterloo,July 01 2009,66761,POINT (-92.3521758 42.4919737),7/1/09,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 1993,66646,POINT (-92.3521758 42.4919737),7/1/93,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1983910,West Des Moines,July 01 2018,66605,POINT (-93.7802969 41.5527354),7/1/18,Des Moines-West Des Moines,Des Moines-West Des Moines
1982425,Waterloo,July 01 2005,66514,POINT (-92.3521758 42.4919737),7/1/05,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,April 01 1990,66467,POINT (-92.3521758 42.4919737),4/1/90,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1901855,Ames,July 01 2017,66301,POINT (-93.627573 42.0261266),7/1/17,Ames,Ames
1982425,Waterloo,July 01 2008,66281,POINT (-92.3521758 42.4919737),7/1/08,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1901855,Ames,July 01 2019,66258,POINT (-93.627573 42.0261266),7/1/19,Ames,Ames
1982425,Waterloo,July 01 2006,66230,POINT (-92.3521758 42.4919737),7/1/06,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1938595,Iowa City,July 01 2006,66006,POINT (-91.5304657 41.6557794),7/1/06,Iowa City,Iowa City
1901855,Ames,July 01 2018,66001,POINT (-93.627573 42.0261266),7/1/18,Ames,Ames
1982425,Waterloo,July 01 1994,66000,POINT (-92.3521758 42.4919737),7/1/94,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1982425,Waterloo,July 01 2007,65941,POINT (-92.3521758 42.4919737),7/1/07,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1901855,Ames,July 01 2016,65915,POINT (-93.627573 42.0261266),7/1/16,Ames,Ames
1901855,Ames,July 01 2015,65685,POINT (-93.627573 42.0261266),7/1/15,Ames,Ames
1938595,Iowa City,July 01 2005,65641,POINT (-91.5304657 41.6557794),7/1/05,Iowa City,Iowa City
1983910,West Des Moines,July 01 2017,65556,POINT (-93.7802969 41.5527354),7/1/17,Des Moines-West Des Moines,Des Moines-West Des Moines
1938595,Iowa City,July 01 2004,65436,POINT (-91.5304657 41.6557794),7/1/04,Iowa City,Iowa City
1902305,Ankeny,July 01 2018,65248,POINT (-93.603264 41.727907),7/1/18,Des Moines-West Des Moines,Des Moines-West Des Moines
1982425,Waterloo,July 01 1995,65087,POINT (-92.3521758 42.4919737),7/1/95,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1901855,Ames,July 01 2014,64773,POINT (-93.627573 42.0261266),7/1/14,Ames,Ames
1982425,Waterloo,July 01 1996,64742,POINT (-92.3521758 42.4919737),7/1/96,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1938595,Iowa City,July 01 2003,64602,POINT (-91.5304657 41.6557794),7/1/03,Iowa City,Iowa City
1983910,West Des Moines,July 01 2016,64595,POINT (-93.7802969 41.5527354),7/1/16,Des Moines-West Des Moines,Des Moines-West Des Moines
1982425,Waterloo,July 01 1997,63995,POINT (-92.3521758 42.4919737),7/1/97,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1916860,Council Bluffs,NA,63968.68909,NA,7/1/20,Omaha-Council Bluffs,Omaha-Council Bluffs
1938595,Iowa City,July 01 2002,63936,POINT (-91.5304657 41.6557794),7/1/02,Iowa City,Iowa City
1938595,Iowa City,July 01 2001,63554,POINT (-91.5304657 41.6557794),7/1/01,Iowa City,Iowa City
1902305,Ankeny,NA,63539.52606,NA,7/1/20,Des Moines-West Des Moines,Des Moines-West Des Moines
1982425,Waterloo,July 01 1998,63495,POINT (-92.3521758 42.4919737),7/1/98,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1983910,West Des Moines,July 01 2015,63489,POINT (-93.7802969 41.5527354),7/1/15,Des Moines-West Des Moines,Des Moines-West Des Moines
1901855,Ames,July 01 2013,63053,POINT (-93.627573 42.0261266),7/1/13,Ames,Ames
1982425,Waterloo,July 01 1999,62800,POINT (-92.3521758 42.4919737),7/1/99,Waterloo-Cedar Falls,Waterloo-Cedar Falls
1916860,Council Bluffs,July 01 2015,62556,POINT (-95.8520558 41.2368193),7/1/15,Omaha-Council Bluffs,Omaha-Council Bluffs
1916860,Council Bluffs,July 01 2011,62502,POINT (-95.8520558 41.2368193),7/1/11,Omaha-Council Bluffs,Omaha-Council Bluffs
1916860,Council Bluffs,July 01 2016,62458,POINT (-95.8520558 41.2368193),7/1/16,Omaha-Council Bluffs,Omaha-Council Bluffs
1916860,Council Bluffs,July 01 2014,62397,POINT (-95.8520558 41.2368193),7/1/14,Omaha-Council Bluffs,Omaha-Council Bluffs
1916860,Council Bluffs,July 01 2017,62377,POINT (-95.8520558 41.2368193),7/1/17,Omaha-Council Bluffs,Omaha-Council Bluffs
1902305,Ankeny,July 01 2017,62365,POINT (-93.603264 41.727907),7/1/17,Des Moines-West Des Moines,Des Moines-West Des Moines
1916860,Council Bluffs,April 01 2010,62230,POINT (-95.8520558 41.2368193),4/1/10,Omaha-Council Bluffs,Omaha-Council Bluffs
1916860,Council Bluffs,July 01 2018,62221,POINT (-95.8520558 41.2368193),7/1/18,Omaha-Council Bluffs,Omaha-Council Bluffs
1938595,Iowa City,April 01 2000,62220,POINT (-91.5304657 41.6557794),4/1/00,iowa City,Iowa City
1916860,Council Bluffs,July 01 2019,62166,POINT (-95.8520558 41.2368193),7/1/19,Omaha-Council Bluffs,Omaha-Council Bluffs
1916860,Council Bluffs,July 01 2012,62160,POINT (-95.8520558 41.2368193),7/1/12,Omaha-Council Bluffs,Omaha-Council Bluffs
1916860,Council Bluffs,July 01 2013,62117,POINT (-95.8520558 41.2368193),7/1/13,Omaha-Council Bluffs,Omaha-Council Bluffs
1983910,West Des Moines,July 01 2014,61827,POINT (-93.7802969 41.5527354),7/1/14,Des Moines-West Des Moines,Des Moines-West Des Moines
1901855,Ames,July 01 2012,61427,POINT (-93.627573 42.0261266),7/1/12,Ames,Ames
1938595,Iowa City,July 01 1999,61298,POINT (-91.5304657 41.6557794),7/1/99,Iowa City,Iowa City
1938595,Iowa City,July 01 1995,61239,POINT (-91.5304657 41.6557794),7/1/95,Iowa City,Iowa City
1938595,Iowa City,July 01 1994,61228,POINT (-91.5304657 41.6557794),7/1/94,Iowa City,Iowa City
1938595,Iowa City,July 01 1996,60961,POINT (-91.5304657 41.6557794),7/1/96,Iowa City,Iowa City
1938595,Iowa City,July 01 1998,60943,POINT (-91.5304657 41.6557794),7/1/98,Iowa City,Iowa City
1938595,Iowa City,July 01 1997,60814,POINT (-91.5304657 41.6557794),7/1/97,Iowa City,Iowa City
1938595,Iowa City,July 01 1993,60501,POINT (-91.5304657 41.6557794),7/1/93,Iowa City,Iowa City
1901855,Ames,July 01 2011,60440,POINT (-93.627573 42.0261266),7/1/11,Ames,Ames
1916860,Council Bluffs,July 01 2009,60391,POINT (-95.8520558 41.2368193),7/1/09,Omaha-Council Bluffs,Omaha-Council Bluffs
1938595,Iowa City,July 01 1992,60326,POINT (-91.5304657 41.6557794),7/1/92,Iowa City,Iowa City
1916860,Council Bluffs,July 01 2008,60318,POINT (-95.8520558 41.2368193),7/1/08,Omaha-Council Bluffs,Omaha-Council Bluffs
1938595,Iowa City,July 01 1991,59951,POINT (-91.5304657 41.6557794),7/1/91,Iowa City,Iowa City
