FIPS,City,Year,Population,Primary.Point,Date,MSA,microMSA
1903520,Atlantic,July 01 2009,6728,POINT (-95.0138852 41.3956577),7/1/09,,
1925860,Estherville,April 01 1990,6720,POINT (-94.8343632 43.3998352),4/1/90,,
1939765,Johnston,July 01 1997,6720,POINT (-93.7172578 41.6856012),7/1/97,,
1955695,Nevada,July 01 2018,6718,POINT (-93.463738 42.0185408),7/1/18,,
1957675,Norwalk,July 01 1997,6718,POINT (-93.6922661 41.4914536),7/1/97,,
1955695,Nevada,July 01 2001,6713,POINT (-93.463738 42.0185408),7/1/01,,
1919945,Denison,July 01 1999,6712,POINT (-95.3528292 42.0159708),7/1/99,,
1903520,Atlantic,July 01 2016,6711,POINT (-95.0138852 41.3956577),7/1/16,,
1973290,Sioux Center,July 01 2009,6704,POINT (-96.1707089 43.0746484),7/1/09,,
1919945,Denison,July 01 1998,6703,POINT (-95.3528292 42.0159708),7/1/98,,
1935940,Hiawatha,July 01 2009,6697,POINT (-91.6898564 42.0517806),7/1/09,,
1955695,Nevada,July 01 2003,6697,POINT (-93.463738 42.0185408),7/1/03,,
1955695,Nevada,July 01 2002,6694,POINT (-93.463738 42.0185408),7/1/02,,
1935940,Hiawatha,July 01 2008,6693,POINT (-91.6898564 42.0517806),7/1/08,,
1958620,Oelwein,April 01 2000,6692,POINT (-91.9131952 42.6713674),4/1/00,,
1958620,Oelwein,April 01 1990,6691,POINT (-91.9131952 42.6713674),4/1/90,,
1903520,Atlantic,July 01 2017,6691,POINT (-95.0138852 41.3956577),7/1/17,,
1955695,Nevada,July 01 2008,6681,POINT (-93.463738 42.0185408),7/1/08,,
1925860,Estherville,July 01 1993,6680,POINT (-94.8343632 43.3998352),7/1/93,,
1955695,Nevada,July 01 2019,6677,POINT (-93.463738 42.0185408),7/1/19,,
1935940,Hiawatha,July 01 2007,6668,POINT (-91.6898564 42.0517806),7/1/07,,
1919945,Denison,July 01 1997,6668,POINT (-95.3528292 42.0159708),7/1/97,,
1955695,Nevada,April 01 2000,6658,POINT (-93.463738 42.0185408),4/1/00,,
1925860,Estherville,April 01 2000,6656,POINT (-94.8343632 43.3998352),4/1/00,,
1962355,Perry,April 01 1990,6652,POINT (-94.09406 41.8379964),4/1/90,,
1957675,Norwalk,July 01 1996,6651,POINT (-93.6922661 41.4914536),7/1/96,,
1982695,Waukee,July 01 2002,6650,POINT (-93.8702236 41.6001509),7/1/02,,
1907390,Bondurant,July 01 2018,6643,POINT (-93.4546681 41.6985333),7/1/18,,
1935940,Hiawatha,July 01 2006,6634,POINT (-91.6898564 42.0517806),7/1/06,,
1919945,Denison,July 01 1996,6634,POINT (-95.3528292 42.0159708),7/1/96,,
1919945,Denison,July 01 1995,6633,POINT (-95.3528292 42.0159708),7/1/95,,
1935940,Hiawatha,July 01 1998,6631,POINT (-91.6898564 42.0517806),7/1/98,,
1955695,Nevada,July 01 2004,6630,POINT (-93.463738 42.0185408),7/1/04,,
1935940,Hiawatha,July 01 2005,6628,POINT (-91.6898564 42.0517806),7/1/05,,
1919945,Denison,July 01 1992,6624,POINT (-95.3528292 42.0159708),7/1/92,,
1919945,Denison,July 01 1994,6624,POINT (-95.3528292 42.0159708),7/1/94,,
1925860,Estherville,July 01 1994,6622,POINT (-94.8343632 43.3998352),7/1/94,,
1919945,Denison,July 01 1991,6613,POINT (-95.3528292 42.0159708),7/1/91,,
1973290,Sioux Center,July 01 2008,6606,POINT (-96.1707089 43.0746484),7/1/08,,
1919945,Denison,July 01 1993,6606,POINT (-95.3528292 42.0159708),7/1/93,,
1919945,Denison,April 01 1990,6604,POINT (-95.3528292 42.0159708),4/1/90,,
1955695,Nevada,July 01 2007,6604,POINT (-93.463738 42.0185408),7/1/07,,
1973290,Sioux Center,July 01 2006,6600,POINT (-96.1707089 43.0746484),7/1/06,,
1935940,Hiawatha,July 01 2004,6594,POINT (-91.6898564 42.0517806),7/1/04,,
1903520,Atlantic,July 01 2018,6587,POINT (-95.0138852 41.3956577),7/1/18,,
1955695,Nevada,July 01 2006,6575,POINT (-93.463738 42.0185408),7/1/06,,
1935940,Hiawatha,July 01 2002,6573,POINT (-91.6898564 42.0517806),7/1/02,,
1935940,Hiawatha,July 01 2003,6573,POINT (-91.6898564 42.0517806),7/1/03,,
1925860,Estherville,July 01 2001,6564,POINT (-94.8343632 43.3998352),7/1/01,,
1958620,Oelwein,July 01 2001,6554,POINT (-91.9131952 42.6713674),7/1/01,,
1903520,Atlantic,NA,6552.873444,NA,7/1/20,,
1935940,Hiawatha,July 01 2001,6548,POINT (-91.6898564 42.0517806),7/1/01,,
1933060,Grimes,July 01 2005,6536,POINT (-93.7945972 41.6775439),7/1/05,,
1925860,Estherville,July 01 1995,6535,POINT (-94.8343632 43.3998352),7/1/95,,
1924600,Eldridge,July 01 2017,6533,POINT (-90.5805427 41.6393994),7/1/17,,
1925860,Estherville,July 01 2002,6530,POINT (-94.8343632 43.3998352),7/1/02,,
1955695,Nevada,July 01 2005,6528,POINT (-93.463738 42.0185408),7/1/05,,
1903520,Atlantic,July 01 2019,6526,POINT (-95.0138852 41.3956577),7/1/19,,
1973290,Sioux Center,July 01 2007,6491,POINT (-96.1707089 43.0746484),7/1/07,,
1973290,Sioux Center,July 01 2005,6486,POINT (-96.1707089 43.0746484),7/1/05,,
1925860,Estherville,July 01 1996,6481,POINT (-94.8343632 43.3998352),7/1/96,,
1935940,Hiawatha,April 01 2000,6480,POINT (-91.6898564 42.0517806),4/1/00,,
1957675,Norwalk,July 01 1995,6471,POINT (-93.6922661 41.4914536),7/1/95,,
1958620,Oelwein,July 01 2002,6461,POINT (-91.9131952 42.6713674),7/1/02,,
1925860,Estherville,July 01 2003,6459,POINT (-94.8343632 43.3998352),7/1/03,,
1958620,Oelwein,July 01 2003,6453,POINT (-91.9131952 42.6713674),7/1/03,,
1925860,Estherville,July 01 1997,6446,POINT (-94.8343632 43.3998352),7/1/97,,
1935940,Hiawatha,July 01 1997,6441,POINT (-91.6898564 42.0517806),7/1/97,,
1973290,Sioux Center,July 01 2003,6429,POINT (-96.1707089 43.0746484),7/1/03,,
1958620,Oelwein,July 01 2011,6427,POINT (-91.9131952 42.6713674),7/1/11,,
1973290,Sioux Center,July 01 2004,6416,POINT (-96.1707089 43.0746484),7/1/04,,
1958620,Oelwein,April 01 2010,6415,POINT (-91.9131952 42.6713674),4/1/10,,
1939765,Johnston,July 01 1996,6399,POINT (-93.7172578 41.6856012),7/1/96,,
1925860,Estherville,July 01 1998,6398,POINT (-94.8343632 43.3998352),7/1/98,,
1973290,Sioux Center,July 01 2002,6371,POINT (-96.1707089 43.0746484),7/1/02,,
1925860,Estherville,April 01 2010,6360,POINT (-94.8343632 43.3998352),4/1/10,,
1958620,Oelwein,July 01 2012,6337,POINT (-91.9131952 42.6713674),7/1/12,,
1963525,Pleasant Hill,July 01 2005,6334,POINT (-93.487681 41.5725717),7/1/05,,
1925860,Estherville,July 01 2004,6334,POINT (-94.8343632 43.3998352),7/1/04,,
1957675,Norwalk,July 01 1994,6332,POINT (-93.6922661 41.4914536),7/1/94,,
1959475,Orange City,NA,6323.110373,NA,7/1/20,,
1958620,Oelwein,July 01 2004,6323,POINT (-91.9131952 42.6713674),7/1/04,,
1935940,Hiawatha,July 01 1996,6314,POINT (-91.6898564 42.0517806),7/1/96,,
1925860,Estherville,July 01 2005,6313,POINT (-94.8343632 43.3998352),7/1/05,,
1958620,Oelwein,July 01 2005,6295,POINT (-91.9131952 42.6713674),7/1/05,,
1949215,Maquoketa,July 01 1994,6290,POINT (-90.6650882 42.0598994),7/1/94,,
1925860,Estherville,July 01 1999,6279,POINT (-94.8343632 43.3998352),7/1/99,,
1924600,Eldridge,July 01 2016,6278,POINT (-90.5805427 41.6393994),7/1/16,,
1949215,Maquoketa,July 01 1993,6275,POINT (-90.6650882 42.0598994),7/1/93,,
1949215,Maquoketa,July 01 1992,6270,POINT (-90.6650882 42.0598994),7/1/92,,
1957360,North Liberty,July 01 2002,6268,POINT (-91.610653 41.7439981),7/1/02,,
1966135,Red Oak,July 01 1993,6268,POINT (-95.2248247 41.0141481),7/1/93,,
1925860,Estherville,July 01 2008,6267,POINT (-94.8343632 43.3998352),7/1/08,,
1966135,Red Oak,April 01 1990,6264,POINT (-95.2248247 41.0141481),4/1/90,,
1966135,Red Oak,July 01 1995,6264,POINT (-95.2248247 41.0141481),7/1/95,,
1966135,Red Oak,July 01 1996,6261,POINT (-95.2248247 41.0141481),7/1/96,,
1925860,Estherville,July 01 2006,6252,POINT (-94.8343632 43.3998352),7/1/06,,
1966135,Red Oak,July 01 1994,6250,POINT (-95.2248247 41.0141481),7/1/94,,
1949215,Maquoketa,July 01 1995,6244,POINT (-90.6650882 42.0598994),7/1/95,,
1925860,Estherville,July 01 2007,6242,POINT (-94.8343632 43.3998352),7/1/07,,
1966135,Red Oak,July 01 1997,6238,POINT (-95.2248247 41.0141481),7/1/97,,
1958620,Oelwein,July 01 2013,6237,POINT (-91.9131952 42.6713674),7/1/13,,
1966135,Red Oak,July 01 1998,6234,POINT (-95.2248247 41.0141481),7/1/98,,
1966135,Red Oak,July 01 1991,6232,POINT (-95.2248247 41.0141481),7/1/91,,
1973290,Sioux Center,July 01 2001,6227,POINT (-96.1707089 43.0746484),7/1/01,,
1958620,Oelwein,July 01 2006,6226,POINT (-91.9131952 42.6713674),7/1/06,,
1949215,Maquoketa,July 01 1996,6221,POINT (-90.6650882 42.0598994),7/1/96,,
1957675,Norwalk,July 01 1993,6219,POINT (-93.6922661 41.4914536),7/1/93,,
1949215,Maquoketa,July 01 1991,6217,POINT (-90.6650882 42.0598994),7/1/91,,
1924600,Eldridge,July 01 2015,6216,POINT (-90.5805427 41.6393994),7/1/15,,
1925860,Estherville,July 01 2011,6211,POINT (-94.8343632 43.3998352),7/1/11,,
1966135,Red Oak,July 01 1992,6200,POINT (-95.2248247 41.0141481),7/1/92,,
1966135,Red Oak,April 01 2000,6197,POINT (-95.2248247 41.0141481),4/1/00,,
1925860,Estherville,July 01 2009,6193,POINT (-94.8343632 43.3998352),7/1/09,,
1949215,Maquoketa,July 01 1997,6185,POINT (-90.6650882 42.0598994),7/1/97,,
1959475,Orange City,July 01 2019,6182,POINT (-96.0565364 43.0019143),7/1/19,,
1949215,Maquoketa,July 01 1998,6178,POINT (-90.6650882 42.0598994),7/1/98,,
1907390,Bondurant,July 01 2017,6173,POINT (-93.4546681 41.6985333),7/1/17,,
1959475,Orange City,July 01 2016,6173,POINT (-96.0565364 43.0019143),7/1/16,,
1958620,Oelwein,July 01 2014,6172,POINT (-91.9131952 42.6713674),7/1/14,,
1949215,Maquoketa,July 01 2011,6170,POINT (-90.6650882 42.0598994),7/1/11,,
1949215,Maquoketa,July 01 2012,6160,POINT (-90.6650882 42.0598994),7/1/12,,
1966135,Red Oak,July 01 1999,6157,POINT (-95.2248247 41.0141481),7/1/99,,
1949215,Maquoketa,July 01 1999,6156,POINT (-90.6650882 42.0598994),7/1/99,,
1959475,Orange City,July 01 2012,6155,POINT (-96.0565364 43.0019143),7/1/12,,
1924600,Eldridge,July 01 2014,6151,POINT (-90.5805427 41.6393994),7/1/14,,
1901135,Algona,July 01 1995,6144,POINT (-94.2301199 43.0743166),7/1/95,,
1901135,Algona,July 01 1994,6141,POINT (-94.2301199 43.0743166),7/1/94,,
1949215,Maquoketa,April 01 2010,6141,POINT (-90.6650882 42.0598994),4/1/10,,
1935940,Hiawatha,July 01 1995,6137,POINT (-91.6898564 42.0517806),7/1/95,,
1949215,Maquoketa,April 01 1990,6130,POINT (-90.6650882 42.0598994),4/1/90,,
1959475,Orange City,July 01 2013,6129,POINT (-96.0565364 43.0019143),7/1/13,,
1955695,Nevada,July 01 1999,6125,POINT (-93.463738 42.0185408),7/1/99,,
1938100,Independence,July 01 2019,6124,POINT (-91.9029773 42.4621659),7/1/19,,
1959475,Orange City,July 01 2015,6122,POINT (-96.0565364 43.0019143),7/1/15,,
1959475,Orange City,July 01 2011,6121,POINT (-96.0565364 43.0019143),7/1/11,,
1949215,Maquoketa,July 01 2001,6120,POINT (-90.6650882 42.0598994),7/1/01,,
1959475,Orange City,July 01 2014,6116,POINT (-96.0565364 43.0019143),7/1/14,,
1901135,Algona,July 01 1991,6114,POINT (-94.2301199 43.0743166),7/1/91,,
1949215,Maquoketa,April 01 2000,6112,POINT (-90.6650882 42.0598994),4/1/00,,
1949215,Maquoketa,July 01 2013,6110,POINT (-90.6650882 42.0598994),7/1/13,,
1901135,Algona,July 01 1996,6107,POINT (-94.2301199 43.0743166),7/1/96,,
1901135,Algona,July 01 1997,6105,POINT (-94.2301199 43.0743166),7/1/97,,
1938100,Independence,July 01 2008,6104,POINT (-91.9029773 42.4621659),7/1/08,,
1955695,Nevada,July 01 1998,6104,POINT (-93.463738 42.0185408),7/1/98,,
1912405,Centerville,July 01 1993,6103,,7/1/93,,
1958620,Oelwein,July 01 2015,6103,POINT (-91.9131952 42.6713674),7/1/15,,
1901135,Algona,July 01 1992,6101,POINT (-94.2301199 43.0743166),7/1/92,,
1912405,Centerville,July 01 1992,6098,,7/1/92,,
1938100,Independence,July 01 2007,6097,POINT (-91.9029773 42.4621659),7/1/07,,
1925860,Estherville,July 01 2012,6095,POINT (-94.8343632 43.3998352),7/1/12,,
1958620,Oelwein,July 01 2007,6095,POINT (-91.9131952 42.6713674),7/1/07,,
1901135,Algona,July 01 1993,6091,POINT (-94.2301199 43.0743166),7/1/93,,
1957675,Norwalk,July 01 1992,6087,POINT (-93.6922661 41.4914536),7/1/92,,
1938100,Independence,July 01 2009,6074,POINT (-91.9029773 42.4621659),7/1/09,,
1959475,Orange City,July 01 2017,6072,POINT (-96.0565364 43.0019143),7/1/17,,
1938100,Independence,July 01 2018,6072,POINT (-91.9029773 42.4621659),7/1/18,,
1955695,Nevada,July 01 1996,6068,POINT (-93.463738 42.0185408),7/1/96,,
1955695,Nevada,July 01 1995,6068,POINT (-93.463738 42.0185408),7/1/95,,
1912405,Centerville,July 01 1991,6067,,7/1/91,,
1949215,Maquoketa,July 01 2014,6066,POINT (-90.6650882 42.0598994),7/1/14,,
1925860,Estherville,July 01 2013,6065,POINT (-94.8343632 43.3998352),7/1/13,,
1955695,Nevada,July 01 1993,6063,POINT (-93.463738 42.0185408),7/1/93,,
1901135,Algona,July 01 1998,6062,POINT (-94.2301199 43.0743166),7/1/98,,
1959475,Orange City,July 01 2018,6062,POINT (-96.0565364 43.0019143),7/1/18,,
1938100,Independence,July 01 2006,6061,POINT (-91.9029773 42.4621659),7/1/06,,
1966135,Red Oak,July 01 2001,6061,POINT (-95.2248247 41.0141481),7/1/01,,
1955695,Nevada,July 01 1992,6060,POINT (-93.463738 42.0185408),7/1/92,,
1949215,Maquoketa,July 01 2002,6060,POINT (-90.6650882 42.0598994),7/1/02,,
1963525,Pleasant Hill,July 01 2004,6059,POINT (-93.487681 41.5725717),7/1/04,,
1939765,Johnston,July 01 1995,6057,POINT (-93.7172578 41.6856012),7/1/95,,
1938100,Independence,NA,6053.899262,NA,7/1/20,,
1955695,Nevada,July 01 1991,6053,POINT (-93.463738 42.0185408),7/1/91,,
1901135,Algona,July 01 1999,6049,POINT (-94.2301199 43.0743166),7/1/99,,
1955695,Nevada,July 01 1997,6044,POINT (-93.463738 42.0185408),7/1/97,,
1949215,Maquoketa,July 01 2003,6033,POINT (-90.6650882 42.0598994),7/1/03,,
1949215,Maquoketa,July 01 2015,6033,POINT (-90.6650882 42.0598994),7/1/15,,
1938100,Independence,July 01 2017,6033,POINT (-91.9029773 42.4621659),7/1/17,,
1925860,Estherville,July 01 2014,6030,POINT (-94.8343632 43.3998352),7/1/14,,
1913080,Cherokee,July 01 1991,6030,POINT (-95.5525761 42.7508555),7/1/91,,
1949215,Maquoketa,July 01 2016,6028,POINT (-90.6650882 42.0598994),7/1/16,,
1913080,Cherokee,April 01 1990,6026,POINT (-95.5525761 42.7508555),4/1/90,,
1949215,Maquoketa,July 01 2004,6026,POINT (-90.6650882 42.0598994),7/1/04,,
1958620,Oelwein,July 01 2008,6026,POINT (-91.9131952 42.6713674),7/1/08,,
1912405,Centerville,July 01 1998,6026,,7/1/98,,
1938100,Independence,July 01 1991,6025,POINT (-91.9029773 42.4621659),7/1/91,,
1958620,Oelwein,July 01 2016,6024,POINT (-91.9131952 42.6713674),7/1/16,,
1924600,Eldridge,July 01 2013,6022,POINT (-90.5805427 41.6393994),7/1/13,,
1938100,Independence,July 01 2001,6022,POINT (-91.9029773 42.4621659),7/1/01,,
1938100,Independence,July 01 2015,6022,POINT (-91.9029773 42.4621659),7/1/15,,
1938100,Independence,July 01 2014,6019,POINT (-91.9029773 42.4621659),7/1/14,,
1901135,Algona,April 01 1990,6015,POINT (-94.2301199 43.0743166),4/1/90,,
1938100,Independence,April 01 2000,6014,POINT (-91.9029773 42.4621659),4/1/00,,
1912405,Centerville,July 01 1994,6013,,7/1/94,,
1949215,Maquoketa,July 01 2017,6010,POINT (-90.6650882 42.0598994),7/1/17,,
1955695,Nevada,April 01 1990,6009,POINT (-93.463738 42.0185408),4/1/90,,
1938100,Independence,July 01 2005,6005,POINT (-91.9029773 42.4621659),7/1/05,,
1959475,Orange City,April 01 2010,6004,POINT (-96.0565364 43.0019143),4/1/10,,
1949215,Maquoketa,July 01 2018,6004,POINT (-90.6650882 42.0598994),7/1/18,,
1973290,Sioux Center,April 01 2000,6002,POINT (-96.1707089 43.0746484),4/1/00,,
1912405,Centerville,July 01 1995,6000,,7/1/95,,
1912405,Centerville,July 01 1996,5996,,7/1/96,,
1955695,Nevada,July 01 1994,5995,POINT (-93.463738 42.0185408),7/1/94,,
1958620,Oelwein,July 01 2009,5993,POINT (-91.9131952 42.6713674),7/1/09,,
1938100,Independence,July 01 2016,5993,POINT (-91.9029773 42.4621659),7/1/16,,
1949215,Maquoketa,July 01 2005,5993,POINT (-90.6650882 42.0598994),7/1/05,,
1949215,Maquoketa,July 01 2019,5990,POINT (-90.6650882 42.0598994),7/1/19,,
1938100,Independence,July 01 2004,5989,POINT (-91.9029773 42.4621659),7/1/04,,
1912405,Centerville,July 01 1997,5987,,7/1/97,,
1938100,Independence,July 01 1994,5980,POINT (-91.9029773 42.4621659),7/1/94,,
1938100,Independence,July 01 2013,5979,POINT (-91.9029773 42.4621659),7/1/13,,
1925860,Estherville,July 01 2015,5977,POINT (-94.8343632 43.3998352),7/1/15,,
1938100,Independence,July 01 2012,5977,POINT (-91.9029773 42.4621659),7/1/12,,
1938100,Independence,July 01 1992,5975,POINT (-91.9029773 42.4621659),7/1/92,,
1938100,Independence,July 01 1993,5974,POINT (-91.9029773 42.4621659),7/1/93,,
1938100,Independence,April 01 1990,5972,POINT (-91.9029773 42.4621659),4/1/90,,
1912405,Centerville,July 01 1999,5971,,7/1/99,,
1957675,Norwalk,July 01 1991,5968,POINT (-93.6922661 41.4914536),7/1/91,,
1938100,Independence,July 01 2003,5966,POINT (-91.9029773 42.4621659),7/1/03,,
1938100,Independence,April 01 2010,5966,POINT (-91.9029773 42.4621659),4/1/10,,
1913080,Cherokee,July 01 1992,5966,POINT (-95.5525761 42.7508555),7/1/92,,
1938100,Independence,July 01 2002,5961,POINT (-91.9029773 42.4621659),7/1/02,,
1957360,North Liberty,July 01 2001,5957,POINT (-91.610653 41.7439981),7/1/01,,
1973290,Sioux Center,July 01 1999,5955,POINT (-96.1707089 43.0746484),7/1/99,,
1949215,Maquoketa,NA,5954.315397,NA,7/1/20,,
1938100,Independence,July 01 2011,5952,POINT (-91.9029773 42.4621659),7/1/11,,
1949215,Maquoketa,July 01 2006,5950,POINT (-90.6650882 42.0598994),7/1/06,,
1958620,Oelwein,July 01 2017,5944,POINT (-91.9131952 42.6713674),7/1/17,,
1966135,Red Oak,July 01 2002,5941,POINT (-95.2248247 41.0141481),7/1/02,,
1912405,Centerville,April 01 1990,5936,,4/1/90,,
1938100,Independence,July 01 1995,5931,POINT (-91.9029773 42.4621659),7/1/95,,
1973290,Sioux Center,July 01 1998,5924,POINT (-96.1707089 43.0746484),7/1/98,,
1912405,Centerville,April 01 2000,5924,,4/1/00,,
1913080,Cherokee,July 01 1994,5924,POINT (-95.5525761 42.7508555),7/1/94,,
1913080,Cherokee,July 01 1993,5924,POINT (-95.5525761 42.7508555),7/1/93,,
1958620,Oelwein,July 01 2018,5916,POINT (-91.9131952 42.6713674),7/1/18,,
1938100,Independence,July 01 1996,5903,POINT (-91.9029773 42.4621659),7/1/96,,
1958620,Oelwein,July 01 2019,5900,POINT (-91.9131952 42.6713674),7/1/19,,
1982695,Waukee,July 01 2001,5896,POINT (-93.8702236 41.6001509),7/1/01,,
1935940,Hiawatha,July 01 1994,5894,POINT (-91.6898564 42.0517806),7/1/94,,
1925860,Estherville,July 01 2016,5890,POINT (-94.8343632 43.3998352),7/1/16,,
1924600,Eldridge,July 01 2012,5888,POINT (-90.5805427 41.6393994),7/1/12,,
1949215,Maquoketa,July 01 2007,5881,POINT (-90.6650882 42.0598994),7/1/07,,
1966135,Red Oak,July 01 2003,5875,POINT (-95.2248247 41.0141481),7/1/03,,
1963525,Pleasant Hill,July 01 2003,5870,POINT (-93.487681 41.5725717),7/1/03,,
1907390,Bondurant,NA,5866.057004,NA,7/1/20,,
1958620,Oelwein,NA,5862.452315,NA,7/1/20,,
1959475,Orange City,July 01 2007,5857,POINT (-96.0565364 43.0019143),7/1/07,,
1913575,Clarinda,July 01 1997,5856,POINT (-95.0340039 40.7380114),7/1/97,,
1959475,Orange City,July 01 2006,5851,POINT (-96.0565364 43.0019143),7/1/06,,
1966135,Red Oak,July 01 2005,5847,POINT (-95.2248247 41.0141481),7/1/05,,
1913575,Clarinda,July 01 1998,5847,POINT (-95.0340039 40.7380114),7/1/98,,
1966135,Red Oak,July 01 2004,5846,POINT (-95.2248247 41.0141481),7/1/04,,
1938100,Independence,July 01 1997,5846,POINT (-91.9029773 42.4621659),7/1/97,,
1949215,Maquoketa,July 01 2008,5837,POINT (-90.6650882 42.0598994),7/1/08,,
1938100,Independence,July 01 1998,5830,POINT (-91.9029773 42.4621659),7/1/98,,
1966135,Red Oak,July 01 2006,5823,POINT (-95.2248247 41.0141481),7/1/06,,
1912405,Centerville,July 01 2001,5821,,7/1/01,,
1903160,Asbury,NA,5819.231377,NA,7/1/20,,
1933060,Grimes,July 01 2004,5815,POINT (-93.7945972 41.6775439),7/1/04,,
1959475,Orange City,July 01 2009,5814,POINT (-96.0565364 43.0019143),7/1/09,,
1959475,Orange City,July 01 2008,5807,POINT (-96.0565364 43.0019143),7/1/08,,
1913575,Clarinda,July 01 1999,5806,POINT (-95.0340039 40.7380114),7/1/99,,
1938100,Independence,July 01 1999,5803,POINT (-91.9029773 42.4621659),7/1/99,,
1949215,Maquoketa,July 01 2009,5801,POINT (-90.6650882 42.0598994),7/1/09,,
1925860,Estherville,NA,5800.089806,NA,7/1/20,,
1913080,Cherokee,July 01 1995,5795,POINT (-95.5525761 42.7508555),7/1/95,,
1925860,Estherville,July 01 2017,5794,POINT (-94.8343632 43.3998352),7/1/17,,
1907390,Bondurant,July 01 2016,5790,POINT (-93.4546681 41.6985333),7/1/16,,
1935940,Hiawatha,July 01 1993,5784,POINT (-91.6898564 42.0517806),7/1/93,,
1959475,Orange City,July 01 2005,5777,POINT (-96.0565364 43.0019143),7/1/05,,
1912405,Centerville,July 01 2003,5771,,7/1/03,,
1924600,Eldridge,July 01 2011,5767,POINT (-90.5805427 41.6393994),7/1/11,,
1973290,Sioux Center,July 01 1997,5759,POINT (-96.1707089 43.0746484),7/1/97,,
1901990,Anamosa,July 01 2008,5749,POINT (-91.2757691 42.109152),7/1/08,,
1959475,Orange City,July 01 2004,5749,POINT (-96.0565364 43.0019143),7/1/04,,
1913575,Clarinda,July 01 2001,5748,POINT (-95.0340039 40.7380114),7/1/01,,
1903160,Asbury,July 01 2019,5747,POINT (-90.7797272 42.5118375),7/1/19,,
1901990,Anamosa,July 01 2009,5745,POINT (-91.2757691 42.109152),7/1/09,,
1966135,Red Oak,April 01 2010,5742,POINT (-95.2248247 41.0141481),4/1/10,,
1901135,Algona,April 01 2000,5741,POINT (-94.2301199 43.0743166),4/1/00,,
1912405,Centerville,July 01 2002,5734,,7/1/02,,
1957675,Norwalk,April 01 1990,5726,POINT (-93.6922661 41.4914536),4/1/90,,
1966135,Red Oak,July 01 2007,5720,POINT (-95.2248247 41.0141481),7/1/07,,
1901990,Anamosa,July 01 2007,5714,POINT (-91.2757691 42.109152),7/1/07,,
1925860,Estherville,July 01 2018,5713,POINT (-94.8343632 43.3998352),7/1/18,,
1959475,Orange City,July 01 2001,5705,POINT (-96.0565364 43.0019143),7/1/01,,
1913080,Cherokee,July 01 1996,5699,POINT (-95.5525761 42.7508555),7/1/96,,
1913575,Clarinda,July 01 1996,5691,POINT (-95.0340039 40.7380114),7/1/96,,
1913575,Clarinda,April 01 2000,5690,POINT (-95.0340039 40.7380114),4/1/00,,
1912405,Centerville,July 01 2004,5688,,7/1/04,,
1931350,Glenwood,July 01 2008,5681,POINT (-95.7407754 41.0445208),7/1/08,,
1935940,Hiawatha,July 01 1992,5677,POINT (-91.6898564 42.0517806),7/1/92,,
1963525,Pleasant Hill,July 01 2002,5677,POINT (-93.487681 41.5725717),7/1/02,,
1966135,Red Oak,July 01 2011,5676,POINT (-95.2248247 41.0141481),7/1/11,,
1913080,Cherokee,July 01 1997,5666,POINT (-95.5525761 42.7508555),7/1/97,,
1901990,Anamosa,July 01 2006,5666,POINT (-91.2757691 42.109152),7/1/06,,
1925860,Estherville,July 01 2019,5666,POINT (-94.8343632 43.3998352),7/1/19,,
1903160,Asbury,July 01 2018,5659,POINT (-90.7797272 42.5118375),7/1/18,,
1931350,Glenwood,July 01 2009,5656,POINT (-95.7407754 41.0445208),7/1/09,,
1931350,Glenwood,July 01 2007,5654,POINT (-95.7407754 41.0445208),7/1/07,,
1959475,Orange City,July 01 2003,5653,POINT (-96.0565364 43.0019143),7/1/03,,
1931350,Glenwood,July 01 1999,5652,POINT (-95.7407754 41.0445208),7/1/99,,
1924600,Eldridge,April 01 2010,5651,POINT (-90.5805427 41.6393994),4/1/10,,
1973290,Sioux Center,July 01 1994,5649,POINT (-96.1707089 43.0746484),7/1/94,,
1912405,Centerville,July 01 2005,5644,,7/1/05,,
1901990,Anamosa,July 01 2011,5644,POINT (-91.2757691 42.109152),7/1/11,,
1959475,Orange City,July 01 2002,5643,POINT (-96.0565364 43.0019143),7/1/02,,
1901990,Anamosa,NA,5641.762621,NA,7/1/20,,
1901135,Algona,July 01 2001,5636,POINT (-94.2301199 43.0743166),7/1/01,,
1912405,Centerville,July 01 2011,5635,,7/1/11,,
1966135,Red Oak,July 01 2008,5634,POINT (-95.2248247 41.0141481),7/1/08,,
1966135,Red Oak,July 01 2012,5629,POINT (-95.2248247 41.0141481),7/1/12,,
1966135,Red Oak,July 01 2009,5626,POINT (-95.2248247 41.0141481),7/1/09,,
1901990,Anamosa,July 01 2005,5624,POINT (-91.2757691 42.109152),7/1/05,,
1931350,Glenwood,July 01 2006,5623,POINT (-95.7407754 41.0445208),7/1/06,,
1972525,Shenandoah,July 01 1996,5617,POINT (-95.3720582 40.7583016),7/1/96,,
1939765,Johnston,July 01 1994,5612,POINT (-93.7172578 41.6856012),7/1/94,,
1972525,Shenandoah,July 01 1991,5606,POINT (-95.3720582 40.7583016),7/1/91,,
1901990,Anamosa,July 01 2004,5598,POINT (-91.2757691 42.109152),7/1/04,,
1931350,Glenwood,July 01 1998,5588,POINT (-95.7407754 41.0445208),7/1/98,,
1903160,Asbury,July 01 2017,5583,POINT (-90.7797272 42.5118375),7/1/17,,
1959475,Orange City,April 01 2000,5582,POINT (-96.0565364 43.0019143),4/1/00,,
