"","FIPS","City","Year","Population","longitude","latitude","Date","MSA","microMSA"
"1",1948500,"Maharishi Vedic City","April 01 2000",NA,-92.0138829,41.0543302,"4/1/00","",""
"2",1921000,"Des Moines","July 01 2017",216662,-93.6104316,41.5725032,"7/1/17","Des Moines-West Des Moines","Des Moines-West Des Moines"
"3",1921000,"Des Moines","July 01 2016",216308,-93.6104316,41.5725032,"7/1/16","Des Moines-West Des Moines","Des Moines-West Des Moines"
"4",1921000,"Des Moines","July 01 2018",215994,-93.6104316,41.5725032,"7/1/18","Des Moines-West Des Moines","Des Moines-West Des Moines"
"5",1921000,"Des Moines","July 01 2015",215243,-93.6104316,41.5725032,"7/1/15","Des Moines-West Des Moines","Des Moines-West Des Moines"
"6",1921000,"Des Moines",NA,214688.9037,NA,NA,"7/1/20","Des Moines-West Des Moines","Des Moines-West Des Moines"
"7",1921000,"Des Moines","July 01 2014",214350,-93.6104316,41.5725032,"7/1/14","Des Moines-West Des Moines","Des Moines-West Des Moines"
"8",1921000,"Des Moines","July 01 2019",214237,-93.6104316,41.5725032,"7/1/19","Des Moines-West Des Moines","Des Moines-West Des Moines"
"9",1921000,"Des Moines","July 01 2013",212026,-93.6104316,41.5725032,"7/1/13","Des Moines-West Des Moines","Des Moines-West Des Moines"
"10",1921000,"Des Moines","July 01 2012",210244,-93.6104316,41.5725032,"7/1/12","Des Moines-West Des Moines","Des Moines-West Des Moines"
"11",1921000,"Des Moines","July 01 2011",207924,-93.6104316,41.5725032,"7/1/11","Des Moines-West Des Moines","Des Moines-West Des Moines"
"12",1921000,"Des Moines","April 01 2010",203433,-93.6104316,41.5725032,"4/1/10","Des Moines-West Des Moines","Des Moines-West Des Moines"
"13",1921000,"Des Moines","July 01 2009",200538,-93.6104316,41.5725032,"7/1/09","Des Moines-West Des Moines","Des Moines-West Des Moines"
"14",1921000,"Des Moines","July 01 2001",200500,-93.6104316,41.5725032,"7/1/01","Des Moines-West Des Moines","Des Moines-West Des Moines"
"15",1921000,"Des Moines","April 01 2000",198682,-93.6104316,41.5725032,"4/1/00","Des Moines-West Des Moines","Des Moines-West Des Moines"
"16",1921000,"Des Moines","July 01 2002",198652,-93.6104316,41.5725032,"7/1/02","Des Moines-West Des Moines","Des Moines-West Des Moines"
"17",1921000,"Des Moines","July 01 2008",197639,-93.6104316,41.5725032,"7/1/08","Des Moines-West Des Moines","Des Moines-West Des Moines"
"18",1921000,"Des Moines","July 01 2003",197106,-93.6104316,41.5725032,"7/1/03","Des Moines-West Des Moines","Des Moines-West Des Moines"
"19",1921000,"Des Moines","July 01 2007",195701,-93.6104316,41.5725032,"7/1/07","Des Moines-West Des Moines","Des Moines-West Des Moines"
"20",1921000,"Des Moines","July 01 1993",195651,-93.6104316,41.5725032,"7/1/93","Des Moines-West Des Moines","Des Moines-West Des Moines"
"21",1921000,"Des Moines","July 01 1992",195176,-93.6104316,41.5725032,"7/1/92","Des Moines-West Des Moines","Des Moines-West Des Moines"
"22",1921000,"Des Moines","July 01 1994",195105,-93.6104316,41.5725032,"7/1/94","Des Moines-West Des Moines","Des Moines-West Des Moines"
"23",1921000,"Des Moines","July 01 2006",194880,-93.6104316,41.5725032,"7/1/06","Des Moines-West Des Moines","Des Moines-West Des Moines"
"24",1921000,"Des Moines","July 01 1995",194391,-93.6104316,41.5725032,"7/1/95","Des Moines-West Des Moines","Des Moines-West Des Moines"
"25",1921000,"Des Moines","July 01 2005",194362,-93.6104316,41.5725032,"7/1/05","Des Moines-West Des Moines","Des Moines-West Des Moines"
"26",1921000,"Des Moines","July 01 1991",193897,-93.6104316,41.5725032,"7/1/91","Des Moines-West Des Moines","Des Moines-West Des Moines"
"27",1921000,"Des Moines","July 01 2004",193574,-93.6104316,41.5725032,"7/1/04","Des Moines-West Des Moines","Des Moines-West Des Moines"
"28",1921000,"Des Moines","July 01 1996",193498,-93.6104316,41.5725032,"7/1/96","Des Moines-West Des Moines","Des Moines-West Des Moines"
"29",1921000,"Des Moines","April 01 1990",193189,-93.6104316,41.5725032,"4/1/90","Des Moines-West Des Moines","Des Moines-West Des Moines"
"30",1921000,"Des Moines","July 01 1997",191896,-93.6104316,41.5725032,"7/1/97","Des Moines-West Des Moines","Des Moines-West Des Moines"
"31",1921000,"Des Moines","July 01 1998",191248,-93.6104316,41.5725032,"7/1/98","Des Moines-West Des Moines","Des Moines-West Des Moines"
"32",1921000,"Des Moines","July 01 1999",190958,-93.6104316,41.5725032,"7/1/99","Des Moines-West Des Moines","Des Moines-West Des Moines"
"33",1912000,"Cedar Rapids",NA,135771.9218,NA,NA,"7/1/20","Cedar Rapids","Cedar Rapids"
"34",1912000,"Cedar Rapids","July 01 2019",133562,-91.6781641,41.966733,"7/1/19","Cedar Rapids","Cedar Rapids"
"35",1912000,"Cedar Rapids","July 01 2018",133209,-91.6781641,41.966733,"7/1/18","Cedar Rapids","Cedar Rapids"
"36",1912000,"Cedar Rapids","July 01 2017",132564,-91.6781641,41.966733,"7/1/17","Cedar Rapids","Cedar Rapids"
"37",1912000,"Cedar Rapids","July 01 2016",131397,-91.6781641,41.966733,"7/1/16","Cedar Rapids","Cedar Rapids"
"38",1912000,"Cedar Rapids","July 01 2015",130832,-91.6781641,41.966733,"7/1/15","Cedar Rapids","Cedar Rapids"
"39",1912000,"Cedar Rapids","July 01 2014",129662,-91.6781641,41.966733,"7/1/14","Cedar Rapids","Cedar Rapids"
"40",1912000,"Cedar Rapids","July 01 2013",128826,-91.6781641,41.966733,"7/1/13","Cedar Rapids","Cedar Rapids"
"41",1912000,"Cedar Rapids","July 01 2012",128478,-91.6781641,41.966733,"7/1/12","Cedar Rapids","Cedar Rapids"
"42",1912000,"Cedar Rapids","July 01 2011",128231,-91.6781641,41.966733,"7/1/11","Cedar Rapids","Cedar Rapids"
"43",1912000,"Cedar Rapids","July 01 2009",127764,-91.6781641,41.966733,"7/1/09","Cedar Rapids","Cedar Rapids"
"44",1912000,"Cedar Rapids","July 01 2008",127202,-91.6781641,41.966733,"7/1/08","Cedar Rapids","Cedar Rapids"
"45",1912000,"Cedar Rapids","April 01 2010",126326,-91.6781641,41.966733,"4/1/10","Cedar Rapids","Cedar Rapids"
"46",1912000,"Cedar Rapids","July 01 2007",126132,-91.6781641,41.966733,"7/1/07","Cedar Rapids","Cedar Rapids"
"47",1912000,"Cedar Rapids","July 01 2006",124717,-91.6781641,41.966733,"7/1/06","Cedar Rapids","Cedar Rapids"
"48",1912000,"Cedar Rapids","July 01 2005",123965,-91.6781641,41.966733,"7/1/05","Cedar Rapids","Cedar Rapids"
"49",1912000,"Cedar Rapids","July 01 2002",123346,-91.6781641,41.966733,"7/1/02","Cedar Rapids","Cedar Rapids"
"50",1912000,"Cedar Rapids","July 01 2003",122946,-91.6781641,41.966733,"7/1/03","Cedar Rapids","Cedar Rapids"
"51",1912000,"Cedar Rapids","July 01 2004",122932,-91.6781641,41.966733,"7/1/04","Cedar Rapids","Cedar Rapids"
"52",1912000,"Cedar Rapids","July 01 2001",122764,-91.6781641,41.966733,"7/1/01","Cedar Rapids","Cedar Rapids"
"53",1912000,"Cedar Rapids","April 01 2000",120758,-91.6781641,41.966733,"4/1/00","Cedar Rapids","Cedar Rapids"
"54",1912000,"Cedar Rapids","July 01 1999",115777,-91.6781641,41.966733,"7/1/99","Cedar Rapids","Cedar Rapids"
"55",1912000,"Cedar Rapids","July 01 1998",115108,-91.6781641,41.966733,"7/1/98","Cedar Rapids","Cedar Rapids"
"56",1912000,"Cedar Rapids","July 01 1997",114764,-91.6781641,41.966733,"7/1/97","Cedar Rapids","Cedar Rapids"
"57",1912000,"Cedar Rapids","July 01 1996",114013,-91.6781641,41.966733,"7/1/96","Cedar Rapids","Cedar Rapids"
"58",1912000,"Cedar Rapids","July 01 1995",113854,-91.6781641,41.966733,"7/1/95","Cedar Rapids","Cedar Rapids"
"59",1912000,"Cedar Rapids","July 01 1994",112975,-91.6781641,41.966733,"7/1/94","Cedar Rapids","Cedar Rapids"
"60",1912000,"Cedar Rapids","July 01 1993",112315,-91.6781641,41.966733,"7/1/93","Cedar Rapids","Cedar Rapids"
"61",1912000,"Cedar Rapids","July 01 1992",111280,-91.6781641,41.966733,"7/1/92","Cedar Rapids","Cedar Rapids"
"62",1912000,"Cedar Rapids","July 01 1991",109822,-91.6781641,41.966733,"7/1/91","Cedar Rapids","Cedar Rapids"
"63",1912000,"Cedar Rapids","April 01 1990",108772,-91.6781641,41.966733,"4/1/90","Cedar Rapids","Cedar Rapids"
"64",1919000,"Davenport",NA,102604.428,NA,NA,"7/1/20","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"65",1919000,"Davenport","July 01 2015",102534,-90.6051955,41.5557666,"7/1/15","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"66",1919000,"Davenport","July 01 2014",102471,-90.6051955,41.5557666,"7/1/14","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"67",1919000,"Davenport","July 01 2016",102456,-90.6051955,41.5557666,"7/1/16","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"68",1919000,"Davenport","July 01 2017",102310,-90.6051955,41.5557666,"7/1/17","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"69",1919000,"Davenport","July 01 2013",102053,-90.6051955,41.5557666,"7/1/13","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"70",1919000,"Davenport","July 01 2018",101918,-90.6051955,41.5557666,"7/1/18","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"71",1919000,"Davenport","July 01 2019",101590,-90.6051955,41.5557666,"7/1/19","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"72",1919000,"Davenport","July 01 2009",101335,-90.6051955,41.5557666,"7/1/09","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"73",1919000,"Davenport","July 01 2012",101165,-90.6051955,41.5557666,"7/1/12","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"74",1919000,"Davenport","July 01 2011",100302,-90.6051955,41.5557666,"7/1/11","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"75",1919000,"Davenport","July 01 2008",100181,-90.6051955,41.5557666,"7/1/08","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"76",1919000,"Davenport","April 01 2010",99685,-90.6051955,41.5557666,"4/1/10","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"77",1919000,"Davenport","July 01 2007",98814,-90.6051955,41.5557666,"7/1/07","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"78",1919000,"Davenport","July 01 2006",98812,-90.6051955,41.5557666,"7/1/06","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"79",1919000,"Davenport","April 01 2000",98359,-90.6051955,41.5557666,"4/1/00","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"80",1919000,"Davenport","July 01 2005",98282,-90.6051955,41.5557666,"7/1/05","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"81",1919000,"Davenport","July 01 1999",98256,-90.6051955,41.5557666,"7/1/99","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"82",1919000,"Davenport","July 01 2004",97880,-90.6051955,41.5557666,"7/1/04","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"83",1919000,"Davenport","July 01 2001",97787,-90.6051955,41.5557666,"7/1/01","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"84",1919000,"Davenport","July 01 1996",97727,-90.6051955,41.5557666,"7/1/96","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"85",1919000,"Davenport","July 01 1995",97681,-90.6051955,41.5557666,"7/1/95","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"86",1919000,"Davenport","July 01 1997",97676,-90.6051955,41.5557666,"7/1/97","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"87",1919000,"Davenport","July 01 1998",97632,-90.6051955,41.5557666,"7/1/98","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"88",1919000,"Davenport","July 01 2003",97613,-90.6051955,41.5557666,"7/1/03","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"89",1919000,"Davenport","July 01 1994",97502,-90.6051955,41.5557666,"7/1/94","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"90",1919000,"Davenport","July 01 1992",97500,-90.6051955,41.5557666,"7/1/92","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"91",1919000,"Davenport","July 01 1993",97435,-90.6051955,41.5557666,"7/1/93","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"92",1919000,"Davenport","July 01 2002",97430,-90.6051955,41.5557666,"7/1/02","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"93",1919000,"Davenport","July 01 1991",96877,-90.6051955,41.5557666,"7/1/91","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"94",1919000,"Davenport","April 01 1990",95333,-90.6051955,41.5557666,"4/1/90","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island"
"95",1973335,"Sioux City","April 01 2000",85013,-96.3901359,42.4958196,"4/1/00","Sioux City","Sioux City"
"96",1973335,"Sioux City","July 01 2001",84348,-96.3901359,42.4958196,"7/1/01","Sioux City","Sioux City"
"97",1973335,"Sioux City","July 01 1996",84105,-96.3901359,42.4958196,"7/1/96","Sioux City","Sioux City"
"98",1973335,"Sioux City","July 01 2002",83865,-96.3901359,42.4958196,"7/1/02","Sioux City","Sioux City"
"99",1973335,"Sioux City","July 01 1995",83855,-96.3901359,42.4958196,"7/1/95","Sioux City","Sioux City"
"100",1973335,"Sioux City","July 01 1997",83519,-96.3901359,42.4958196,"7/1/97","Sioux City","Sioux City"
"101",1973335,"Sioux City","July 01 1994",83239,-96.3901359,42.4958196,"7/1/94","Sioux City","Sioux City"
"102",1973335,"Sioux City","July 01 2003",83232,-96.3901359,42.4958196,"7/1/03","Sioux City","Sioux City"
"103",1973335,"Sioux City","July 01 2004",83116,-96.3901359,42.4958196,"7/1/04","Sioux City","Sioux City"
"104",1973335,"Sioux City","July 01 1998",83114,-96.3901359,42.4958196,"7/1/98","Sioux City","Sioux City"
"105",1973335,"Sioux City","July 01 2011",83096,-96.3901359,42.4958196,"7/1/11","Sioux City","Sioux City"
"106",1973335,"Sioux City","July 01 2009",82903,-96.3901359,42.4958196,"7/1/09","Sioux City","Sioux City"
"107",1973335,"Sioux City","July 01 1999",82843,-96.3901359,42.4958196,"7/1/99","Sioux City","Sioux City"
"108",1973335,"Sioux City","July 01 1993",82820,-96.3901359,42.4958196,"7/1/93","Sioux City","Sioux City"
"109",1973335,"Sioux City","July 01 2016",82748,-96.3901359,42.4958196,"7/1/16","Sioux City","Sioux City"
"110",1973335,"Sioux City",NA,82704.82421,NA,NA,"7/1/20","Sioux City","Sioux City"
"111",1973335,"Sioux City","July 01 2012",82689,-96.3901359,42.4958196,"7/1/12","Sioux City","Sioux City"
"112",1973335,"Sioux City","April 01 2010",82684,-96.3901359,42.4958196,"4/1/10","Sioux City","Sioux City"
"113",1973335,"Sioux City","July 01 2015",82669,-96.3901359,42.4958196,"7/1/15","Sioux City","Sioux City"
"114",1973335,"Sioux City","July 01 2019",82651,-96.3901359,42.4958196,"7/1/19","Sioux City","Sioux City"
"115",1973335,"Sioux City","July 01 2013",82608,-96.3901359,42.4958196,"7/1/13","Sioux City","Sioux City"
"116",1973335,"Sioux City","July 01 2014",82534,-96.3901359,42.4958196,"7/1/14","Sioux City","Sioux City"
"117",1973335,"Sioux City","July 01 2018",82380,-96.3901359,42.4958196,"7/1/18","Sioux City","Sioux City"
"118",1973335,"Sioux City","July 01 2008",82299,-96.3901359,42.4958196,"7/1/08","Sioux City","Sioux City"
"119",1973335,"Sioux City","July 01 2017",82234,-96.3901359,42.4958196,"7/1/17","Sioux City","Sioux City"
"120",1973335,"Sioux City","July 01 2006",82087,-96.3901359,42.4958196,"7/1/06","Sioux City","Sioux City"
"121",1973335,"Sioux City","July 01 1992",82051,-96.3901359,42.4958196,"7/1/92","Sioux City","Sioux City"
"122",1973335,"Sioux City","July 01 2005",82039,-96.3901359,42.4958196,"7/1/05","Sioux City","Sioux City"
"123",1973335,"Sioux City","July 01 2007",81920,-96.3901359,42.4958196,"7/1/07","Sioux City","Sioux City"
"124",1973335,"Sioux City","July 01 1991",81420,-96.3901359,42.4958196,"7/1/91","Sioux City","Sioux City"
"125",1973335,"Sioux City","April 01 1990",80505,-96.3901359,42.4958196,"4/1/90","Sioux City","Sioux City"
"126",1938595,"Iowa City","July 01 2018",75696,-91.5304657,41.6557794,"7/1/18","Iowa City","Iowa City"
"127",1938595,"Iowa City","July 01 2017",75690,-91.5304657,41.6557794,"7/1/17","Iowa City","Iowa City"
"128",1938595,"Iowa City",NA,75467.16966,NA,NA,"7/1/20","Iowa City","Iowa City"
"129",1938595,"Iowa City","July 01 2019",75130,-91.5304657,41.6557794,"7/1/19","Iowa City","Iowa City"
"130",1938595,"Iowa City","July 01 2016",74587,-91.5304657,41.6557794,"7/1/16","Iowa City","Iowa City"
"131",1938595,"Iowa City","July 01 2015",73497,-91.5304657,41.6557794,"7/1/15","Iowa City","Iowa City"
"132",1938595,"Iowa City","July 01 2014",72831,-91.5304657,41.6557794,"7/1/14","Iowa City","Iowa City"
"133",1938595,"Iowa City","July 01 2013",71454,-91.5304657,41.6557794,"7/1/13","Iowa City","Iowa City"
"134",1938595,"Iowa City","July 01 2012",70182,-91.5304657,41.6557794,"7/1/12","Iowa City","Iowa City"
"135",1983910,"West Des Moines",NA,69426.70793,NA,NA,"7/1/20","Des Moines-West Des Moines","Des Moines-West Des Moines"
"136",1938595,"Iowa City","July 01 2011",69201,-91.5304657,41.6557794,"7/1/11","Iowa City","Iowa City"
"137",1938595,"Iowa City","July 01 2009",69086,-91.5304657,41.6557794,"7/1/09","Iowa City","Iowa City"
"138",1982425,"Waterloo","April 01 2000",68747,-92.3521758,42.4919737,"4/1/00","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"139",1982425,"Waterloo","July 01 2013",68700,-92.3521758,42.4919737,"7/1/13","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"140",1982425,"Waterloo","July 01 2014",68676,-92.3521758,42.4919737,"7/1/14","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"141",1982425,"Waterloo","July 01 2015",68619,-92.3521758,42.4919737,"7/1/15","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"142",1982425,"Waterloo","July 01 2011",68554,-92.3521758,42.4919737,"7/1/11","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"143",1982425,"Waterloo","July 01 2012",68535,-92.3521758,42.4919737,"7/1/12","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"144",1982425,"Waterloo","April 01 2010",68406,-92.3521758,42.4919737,"4/1/10","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"145",1982425,"Waterloo","July 01 2001",68387,-92.3521758,42.4919737,"7/1/01","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"146",1982425,"Waterloo",NA,68384.96415,NA,NA,"7/1/20","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"147",1982425,"Waterloo","July 01 2016",68108,-92.3521758,42.4919737,"7/1/16","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"148",1983910,"West Des Moines","July 01 2019",67899,-93.7802969,41.5527354,"7/1/19","Des Moines-West Des Moines","Des Moines-West Des Moines"
"149",1938595,"Iowa City","April 01 2010",67862,-91.5304657,41.6557794,"4/1/10","Iowa City","Iowa City"
"150",1938595,"Iowa City","July 01 2008",67768,-91.5304657,41.6557794,"7/1/08","Iowa City","Iowa City"
"151",1982425,"Waterloo","July 01 2017",67758,-92.3521758,42.4919737,"7/1/17","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"152",1982425,"Waterloo","July 01 2018",67722,-92.3521758,42.4919737,"7/1/18","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"153",1982425,"Waterloo","July 01 2002",67667,-92.3521758,42.4919737,"7/1/02","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"154",1902305,"Ankeny","July 01 2019",67355,-93.603264,41.727907,"7/1/19","Des Moines-West Des Moines","Des Moines-West Des Moines"
"155",1982425,"Waterloo","July 01 2019",67328,-92.3521758,42.4919737,"7/1/19","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"156",1982425,"Waterloo","July 01 2003",67100,-92.3521758,42.4919737,"7/1/03","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"157",1901855,"Ames",NA,67039.13641,NA,NA,"7/1/20","Ames","Ames"
"158",1982425,"Waterloo","July 01 1991",66987,-92.3521758,42.4919737,"7/1/91","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"159",1982425,"Waterloo","July 01 2004",66880,-92.3521758,42.4919737,"7/1/04","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"160",1982425,"Waterloo","July 01 1992",66873,-92.3521758,42.4919737,"7/1/92","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"161",1938595,"Iowa City","July 01 2007",66775,-91.5304657,41.6557794,"7/1/07","Iowa City","Iowa City"
"162",1982425,"Waterloo","July 01 2009",66761,-92.3521758,42.4919737,"7/1/09","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"163",1982425,"Waterloo","July 01 1993",66646,-92.3521758,42.4919737,"7/1/93","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"164",1983910,"West Des Moines","July 01 2018",66605,-93.7802969,41.5527354,"7/1/18","Des Moines-West Des Moines","Des Moines-West Des Moines"
"165",1982425,"Waterloo","July 01 2005",66514,-92.3521758,42.4919737,"7/1/05","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"166",1982425,"Waterloo","April 01 1990",66467,-92.3521758,42.4919737,"4/1/90","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"167",1901855,"Ames","July 01 2017",66301,-93.627573,42.0261266,"7/1/17","Ames","Ames"
"168",1982425,"Waterloo","July 01 2008",66281,-92.3521758,42.4919737,"7/1/08","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"169",1901855,"Ames","July 01 2019",66258,-93.627573,42.0261266,"7/1/19","Ames","Ames"
"170",1982425,"Waterloo","July 01 2006",66230,-92.3521758,42.4919737,"7/1/06","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"171",1938595,"Iowa City","July 01 2006",66006,-91.5304657,41.6557794,"7/1/06","Iowa City","Iowa City"
"172",1901855,"Ames","July 01 2018",66001,-93.627573,42.0261266,"7/1/18","Ames","Ames"
"173",1982425,"Waterloo","July 01 1994",66000,-92.3521758,42.4919737,"7/1/94","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"174",1982425,"Waterloo","July 01 2007",65941,-92.3521758,42.4919737,"7/1/07","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"175",1901855,"Ames","July 01 2016",65915,-93.627573,42.0261266,"7/1/16","Ames","Ames"
"176",1901855,"Ames","July 01 2015",65685,-93.627573,42.0261266,"7/1/15","Ames","Ames"
"177",1938595,"Iowa City","July 01 2005",65641,-91.5304657,41.6557794,"7/1/05","Iowa City","Iowa City"
"178",1983910,"West Des Moines","July 01 2017",65556,-93.7802969,41.5527354,"7/1/17","Des Moines-West Des Moines","Des Moines-West Des Moines"
"179",1938595,"Iowa City","July 01 2004",65436,-91.5304657,41.6557794,"7/1/04","Iowa City","Iowa City"
"180",1902305,"Ankeny","July 01 2018",65248,-93.603264,41.727907,"7/1/18","Des Moines-West Des Moines","Des Moines-West Des Moines"
"181",1982425,"Waterloo","July 01 1995",65087,-92.3521758,42.4919737,"7/1/95","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"182",1901855,"Ames","July 01 2014",64773,-93.627573,42.0261266,"7/1/14","Ames","Ames"
"183",1982425,"Waterloo","July 01 1996",64742,-92.3521758,42.4919737,"7/1/96","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"184",1938595,"Iowa City","July 01 2003",64602,-91.5304657,41.6557794,"7/1/03","Iowa City","Iowa City"
"185",1983910,"West Des Moines","July 01 2016",64595,-93.7802969,41.5527354,"7/1/16","Des Moines-West Des Moines","Des Moines-West Des Moines"
"186",1982425,"Waterloo","July 01 1997",63995,-92.3521758,42.4919737,"7/1/97","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"187",1916860,"Council Bluffs",NA,63968.68909,NA,NA,"7/1/20","Omaha-Council Bluffs","Omaha-Council Bluffs"
"188",1938595,"Iowa City","July 01 2002",63936,-91.5304657,41.6557794,"7/1/02","Iowa City","Iowa City"
"189",1938595,"Iowa City","July 01 2001",63554,-91.5304657,41.6557794,"7/1/01","Iowa City","Iowa City"
"190",1902305,"Ankeny",NA,63539.52606,NA,NA,"7/1/20","Des Moines-West Des Moines","Des Moines-West Des Moines"
"191",1982425,"Waterloo","July 01 1998",63495,-92.3521758,42.4919737,"7/1/98","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"192",1983910,"West Des Moines","July 01 2015",63489,-93.7802969,41.5527354,"7/1/15","Des Moines-West Des Moines","Des Moines-West Des Moines"
"193",1901855,"Ames","July 01 2013",63053,-93.627573,42.0261266,"7/1/13","Ames","Ames"
"194",1982425,"Waterloo","July 01 1999",62800,-92.3521758,42.4919737,"7/1/99","Waterloo-Cedar Falls","Waterloo-Cedar Falls"
"195",1916860,"Council Bluffs","July 01 2015",62556,-95.8520558,41.2368193,"7/1/15","Omaha-Council Bluffs","Omaha-Council Bluffs"
"196",1916860,"Council Bluffs","July 01 2011",62502,-95.8520558,41.2368193,"7/1/11","Omaha-Council Bluffs","Omaha-Council Bluffs"
"197",1916860,"Council Bluffs","July 01 2016",62458,-95.8520558,41.2368193,"7/1/16","Omaha-Council Bluffs","Omaha-Council Bluffs"
"198",1916860,"Council Bluffs","July 01 2014",62397,-95.8520558,41.2368193,"7/1/14","Omaha-Council Bluffs","Omaha-Council Bluffs"
"199",1916860,"Council Bluffs","July 01 2017",62377,-95.8520558,41.2368193,"7/1/17","Omaha-Council Bluffs","Omaha-Council Bluffs"
"200",1902305,"Ankeny","July 01 2017",62365,-93.603264,41.727907,"7/1/17","Des Moines-West Des Moines","Des Moines-West Des Moines"
"201",1916860,"Council Bluffs","April 01 2010",62230,-95.8520558,41.2368193,"4/1/10","Omaha-Council Bluffs","Omaha-Council Bluffs"
"202",1916860,"Council Bluffs","July 01 2018",62221,-95.8520558,41.2368193,"7/1/18","Omaha-Council Bluffs","Omaha-Council Bluffs"
"203",1938595,"Iowa City","April 01 2000",62220,-91.5304657,41.6557794,"4/1/00","iowa City","Iowa City"
"204",1916860,"Council Bluffs","July 01 2019",62166,-95.8520558,41.2368193,"7/1/19","Omaha-Council Bluffs","Omaha-Council Bluffs"
"205",1916860,"Council Bluffs","July 01 2012",62160,-95.8520558,41.2368193,"7/1/12","Omaha-Council Bluffs","Omaha-Council Bluffs"
"206",1916860,"Council Bluffs","July 01 2013",62117,-95.8520558,41.2368193,"7/1/13","Omaha-Council Bluffs","Omaha-Council Bluffs"
"207",1983910,"West Des Moines","July 01 2014",61827,-93.7802969,41.5527354,"7/1/14","Des Moines-West Des Moines","Des Moines-West Des Moines"
"208",1901855,"Ames","July 01 2012",61427,-93.627573,42.0261266,"7/1/12","Ames","Ames"
"209",1938595,"Iowa City","July 01 1999",61298,-91.5304657,41.6557794,"7/1/99","Iowa City","Iowa City"
"210",1938595,"Iowa City","July 01 1995",61239,-91.5304657,41.6557794,"7/1/95","Iowa City","Iowa City"
"211",1938595,"Iowa City","July 01 1994",61228,-91.5304657,41.6557794,"7/1/94","Iowa City","Iowa City"
